Store,Date,Weekly_Sales,Holiday_Flag,Temperature,Fuel_Price,CPI,Unemployment,Baseline_Sales,Holiday_Uplift_Index,Fuel_Sensitivity,Fuel_Sensitivity_Index,FS_RollingCorr_12w,Temp_Band,MA_4w,MA_12w,STD_4w,STD_12w,CV_12w,Z_12w,Sales_Growth_Rate,Shock_Recovery,Holiday_Uplift_Score,Inflation_Adj_Sales,Basket_Size_Proxy,Resilience_Index
6,2012-04-06,1840131.19,0,71.6,3.891,223.0419298,5.964,1555992.867443609,0.183,472919.86378822924,0.9539613741940296,0.6496242022758448,Hot,1648054.5899999999,1547374.0225,172840.0719715204,152332.27484076298,0.09844567158665932,1.921832834217351,21.949143728199072,0.0,-0.006,1741578.3353719541,308539.77,0.902
6,2012-04-13,1616394.45,0,71.29,3.891,223.1163529,5.964,1555992.867443609,0.039,415418.7740940632,0.8379717050291412,0.5505535853652608,Hot,1615150.6300000001,1571552.2516666667,159480.0004232135,136219.01056060678,0.08667800285745729,0.3291919251856699,-12.158738529941449,0.0,-0.006,1529314.0882534208,271025.23,0.913
6,2012-04-20,1456073.24,0,68.64,3.877,223.17092,5.964,1555992.867443609,-0.064,375566.9950993036,0.7575837561081767,0.2026292679565392,Mild,1605383.0350000001,1583257.4666666668,170121.44830159866,116890.37844824229,0.07382903975456316,-1.088064119177974,-9.918445958534438,149309.79500000016,-0.006,1377293.0551904996,244143.74,0.926
6,2012-04-27,1456221.1,0,71.5,3.814,223.2254871,5.964,1555992.867443609,-0.064,381809.41269008914,0.7701757948851002,0.02732689326394046,Hot,1592204.9949999999,1579917.0766666664,181728.73770093688,120128.9876791423,0.07603499541418485,-1.0296929913123989,0.010154708976051197,135983.8949999998,-0.006,1377096.2041009609,244168.53,0.924
6,2012-05-04,1543461.12,0,77.66,3.749,223.2800541,5.964,1555992.867443609,-0.008,411699.4185116031,0.8304691198466573,0.113318893011662,Hot,1518037.4775,1573488.51,77419.39225955095,119817.44083561916,0.07614764268956699,-0.250609508854352,5.990849878497162,0.0,-0.006,1459239.2624079592,258796.3,0.924
6,2012-05-11,1517075.67,0,72.66,3.688,223.3346212,5.964,1555992.867443609,-0.025,411354.5742950108,0.8297735092624283,0.2672192712504012,Hot,1493207.7825,1563860.1416666668,44128.83755793579,119275.1907799123,0.07626973001102008,-0.3922397554827144,-1.7094988437415415,0.0,-0.006,1433943.1447309568,254372.18,0.924
6,2012-05-18,1513635.64,0,70.5,3.63,223.3511928,5.964,1555992.867443609,-0.027,416979.51515151514,0.8411199903897972,0.1935732655900865,Hot,1507598.3824999998,1567897.4691666665,36751.546700150124,116417.32693905153,0.07425059943551478,-0.46609753542163473,-0.2267540155066916,0.0,-0.006,1430585.470532245,253795.38,0.926
6,2012-05-25,1603793.42,0,78.47,3.561,223.3525662,5.964,1555992.867443609,0.031,450377.2591968548,0.9084890316249513,0.10678871483615271,Hot,1544491.4625,1572348.1166666665,41719.265052474046,116707.51726417553,0.07422498620190557,0.26943682866764135,5.956372697461054,0.0,-0.006,1515787.15224595,268912.38,0.926
6,2012-06-01,1681121.38,0,80.39,3.501,223.3539397,5.964,1555992.867443609,0.08,480183.1990859754,0.9686127810230155,-0.07020448872518502,Hot,1578906.5274999999,1581666.1983333332,79896.96945468408,120833.2921084108,0.07639620308996792,0.8230776463281009,4.821566109181319,0.0,-0.006,1588862.061205712,281878.17,0.924
6,2012-06-08,1696619.52,0,80.5,3.452,223.3553131,5.964,1555992.867443609,0.09,491488.852838934,0.9914182451537499,-0.22845716772913838,Hot,1623792.49,1577383.6341666665,83914.38559635657,115180.23597783768,0.0730197990412697,1.0352113348359189,0.9218929807436105,0.0,-0.006,1603499.8091255706,284476.78,0.927
6,2012-06-15,1642247.48,0,82.1,3.393,223.3680933,5.964,1555992.867443609,0.055,484010.45682287065,0.9763330235622848,-0.25056687994370935,Hot,1655945.4500000002,1589642.2891666666,41616.006684019434,113446.80670062664,0.07136624854142407,0.46369917640919234,-3.2047279522046335,13697.970000000205,-0.006,1552023.197088943,275360.07,0.929
6,2012-06-22,1618272.25,0,81.2,3.346,223.4093906,5.964,1555992.867443609,0.04,483643.8284518828,0.9755934705610543,-0.2042799359391486,Hot,1659565.1575000002,1598753.8716666668,35789.67575782108,110733.6827695183,0.06926249545471361,0.17626414876816515,-1.4599035950415895,41292.907500000205,-0.006,1529082.4509823446,271340.08,0.931
6,2012-06-29,1648863.46,0,87.35,3.286,223.4506878,5.964,1555992.867443609,0.06,501784.3761412051,1.0121861009989406,-0.7116006012516103,Hot,1651500.6774999998,1582814.8941666668,32824.863151684,83165.10549334007,0.05254253406373555,0.7941860404256014,1.890362391124234,2637.217499999795,-0.006,1557699.7099538639,276469.39,0.947
6,2012-07-06,1876359.39,0,82.95,3.227,223.4919851,5.668,1555992.867443609,0.206,581456.2720793306,1.172898130992699,-0.867068639089765,Hot,1696435.645,1604478.639166667,120666.95259334505,118892.52319326969,0.07410040887488538,2.2867775326070605,13.797135755558564,0.0,-0.006,1772290.1057330735,331044.35,0.926
6,2012-07-13,1588142.26,0,80.27,3.256,223.5332824,5.668,1555992.867443609,0.021,487758.6793611794,0.9838938384005281,-0.7487144680544034,Hot,1682909.3399999999,1615484.3908333331,131327.57598891496,109660.19777201147,0.06788069163295612,-0.2493350494422658,-15.360443822012149,94767.07999999984,-0.006,1499781.3470550885,280194.47,0.932
6,2012-07-20,1574361.97,0,81.57,3.311,223.5424501,5.668,1555992.867443609,0.012,475494.40350347327,0.9591546672500623,-0.6035122854024624,Hot,1671931.7699999998,1625329.4633333336,140075.39232285108,98830.4797423489,0.06080642846383945,-0.515706222070417,-0.8676987161087224,97569.79999999981,-0.006,1486706.7897256515,277763.23,0.939
6,2012-07-27,1513229.16,0,85.78,3.407,223.5516178,5.668,1555992.867443609,-0.027,444152.9674200176,0.8959335557579552,-0.5242189140639679,Hot,1638023.1949999998,1622810.1333333335,162191.81264132453,101457.55452432725,0.06251967031776437,-1.0800671654968637,-3.8830212597170455,124794.03499999992,-0.006,1428919.0476081856,266977.62,0.937
6,2012-08-03,1627274.93,0,87.55,3.417,223.5607856,5.668,1555992.867443609,0.046,476229.12788996194,0.9606367337460098,-0.4349564986364565,Hot,1575752.0799999998,1631993.405,47325.710291183386,95849.38801031273,0.05873147999045543,-0.04922801384493366,7.53658289270609,0.0,-0.006,1536547.702635913,287098.61,0.941
6,2012-08-10,1588380.73,0,87.04,3.494,223.5699533,5.668,1555992.867443609,0.021,454602.38408700627,0.917011841206397,-0.3133837969935988,Hot,1575811.6975,1638222.1624999999,47346.66685593239,89689.40995883365,0.0547480140434455,-0.5557114549295896,-2.3901431333425593,0.0,-0.006,1499760.5115931178,280236.54,0.945
6,2012-08-17,1543049.52,0,87.53,3.571,223.6510224,5.668,1555992.867443609,-0.008,432105.7182861943,0.8716321651441191,-0.4011210839166525,Hot,1567983.585,1633160.1708333334,50170.58158777441,93444.733934557,0.05721712762984911,-0.9643202675973307,-2.853925960182102,24934.064999999944,-0.006,1456430.3382064847,272238.8,0.943
6,2012-08-24,1501095.49,0,79.03,3.62,223.7860175,5.668,1555992.867443609,-0.035,414667.2624309392,0.8364557756851422,-0.5848475763401251,Hot,1564950.1675,1618158.0133333334,54743.11365915583,99311.7803522758,0.061373351387172606,-1.1787375366556991,-2.7189036681078194,63854.67749999999,-0.006,1415976.720929155,264836.89,0.939
6,2012-08-31,1577439.81,0,83.58,3.638,223.9210125,5.668,1555992.867443609,0.014,433600.82737768005,0.874648059448196,-0.6053085540739122,Hot,1552491.3875000002,1608226.3708333333,39332.58120202055,96676.23599390578,0.060113574647959,-0.31845013944558204,5.085906959856379,0.0,-0.006,1487094.9155372363,278306.25,0.94
6,2012-09-07,1608077.01,1,86.33,3.73,224.0560076,5.668,1555992.867443609,0.033,431119.8418230563,0.8696434813573416,-0.5023389288442348,Hot,1557415.4575,1605378.8316666668,45992.34173284071,96084.49186830917,0.05985160011643887,0.028081309281744224,1.9422103972385418,0.0,0.074,1515064.0420326092,283711.54,0.94
6,2012-09-14,1375166.86,0,76.41,3.717,224.2004678,5.668,1555992.867443609,-0.116,369966.8711326339,0.7462873349510959,-0.6162337987790837,Hot,1515444.7925,1585120.0491666666,103775.25514704926,116564.7762932505,0.07353687586913762,-1.8011718105860037,-14.483768411066322,140277.93249999988,-0.006,1294790.8579846828,242619.42,0.926
6,2012-09-21,1425603.65,0,70.81,3.721,224.4017192,5.668,1555992.867443609,-0.084,383123.7973662994,0.7728271367041839,-0.6535702194220243,Hot,1496571.8325,1566515.0650000002,113649.58523069647,123099.86032913577,0.07858198307791937,-1.1446919161666083,3.6676850982287235,70968.18250000011,-0.006,1341075.905409674,251517.93,0.921
6,2012-09-28,1369131.46,0,77.82,3.666,224.6029706,5.668,1555992.867443609,-0.12,373467.3922531369,0.7533484930757748,-0.5384848877455597,Hot,1444494.7449999999,1524246.070833333,111955.36500081304,89547.39685436782,0.05874864863874022,-1.7322068120595193,-3.9612826468282347,75363.28499999992,-0.006,1286798.0522740644,241554.6,0.941
6,2012-10-05,1518177.71,0,70.84,3.617,224.804222,5.329,1555992.867443609,-0.024,419733.9535526679,0.8466761702915007,-0.5078747378112453,Hot,1422019.92,1518415.6916666667,68924.02128656924,87257.34211139013,0.05746604344928324,-0.0027273540645197294,10.886189847686367,0.0,-0.006,1425603.9447578334,284889.79,0.943
6,2012-10-12,1459396.84,0,65.43,3.601,225.0054733,5.329,1555992.867443609,-0.062,405275.4346014996,0.8175108303182926,-0.48653696250709466,Mild,1443077.415,1508835.264166667,62395.81894528137,86866.72392259832,0.05757203982806897,-0.5691296037677027,-3.8718043093914134,0.0,-0.006,1369181.6184481594,273859.42,0.942
6,2012-10-19,1436883.99,0,69.68,3.594,225.0501013,5.329,1555992.867443609,-0.077,399800.77629382303,0.8064674951523743,-0.5379556369855832,Mild,1445897.5,1502473.1666666667,61592.556903908124,89277.94652550115,0.059420659553987246,-0.7346626935234449,-1.5426133168823464,9013.51000000001,-0.006,1347793.1167004774,269634.83,0.941
6,2012-10-26,1431426.34,0,72.34,3.506,225.0686254,5.329,1555992.867443609,-0.08,408279.04734740447,0.8235696380826313,-0.21333836541620432,Hot,1461471.22,1486152.4508333334,39695.32194853616,81993.26544321558,0.055171503702220674,-0.6674464120621455,-0.37982537476807243,30044.87999999989,-0.006,1342563.3487054433,268610.68,0.945
7,2010-02-05,496725.44,0,10.53,2.58,189.3816974,9.014,562964.4548120301,-0.118,192529.24031007753,1.0782360831559126,,Cold,,,,,,,,0.0,-0.013,553680.3864832853,55106.0,
7,2010-02-12,524104.92,1,25.9,2.572,189.4642725,9.014,562964.4548120301,-0.069,203773.2970451011,1.141207025508507,,Cold,510415.18,,19360.21597336144,,,,5.511994714826773,0.0,0.178,583944.6058448954,58143.43,
7,2010-02-19,506760.54,0,27.28,2.55,189.5340998,9.014,562964.4548120301,-0.1,198729.62352941177,1.1129605588029017,,Cold,509196.9666666666,,13851.393880910799,,,,-3.309333558631733,2436.426666666637,-0.013,564411.916306078,56219.27,
7,2010-02-26,496083.24,0,24.91,2.586,189.6018023,9.014,562964.4548120301,-0.119,191834.1995359629,1.0743435936789478,,Cold,505918.535,,13072.867515128428,,,,-2.106971470193786,9835.294999999984,-0.013,552322.6259334802,55034.75,0.974
7,2010-03-05,491419.55,0,35.86,2.62,189.6695049,9.014,562964.4548120301,-0.127,187564.713740458,1.050432869085526,,Cold,504592.0625,,14507.113753632222,,,,-0.94010231024938,13172.512500000012,-0.013,546934.929829528,54517.37,0.974
7,2010-03-12,480452.1,0,27.25,2.684,189.7372075,9.014,562964.4548120301,-0.147,179005.99850968702,1.002500848097905,,Cold,493678.85750000004,499257.63166666665,10908.147667080126,14867.775042336936,0.0297797651939821,-1.2648517759460798,-2.2317895167174417,13226.757500000065,-0.013,534537.6899759748,53300.65,0.97
7,2010-03-19,574450.23,0,29.04,2.692,189.734262,9.014,562964.4548120301,0.02,213391.61589895986,1.1950732249015272,,Cold,510601.28,509999.4314285714,43067.28736140461,31494.646854112863,0.061754278364374776,2.046404865879993,19.564516421095888,0.0,-0.013,639127.3259868709,63728.67,0.938
7,2010-03-26,514731.6,0,23.33,2.717,189.7195417,9.014,562964.4548120301,-0.086,189448.50938535147,1.0609828324798902,,Cold,515263.37,510590.9525,41967.12779941703,29206.33719089196,0.05720104723338583,0.1417722281618809,-10.395788334874545,531.7700000000186,-0.013,572729.4364977855,57103.57,0.943
7,2010-04-02,561145.14,0,38.26,2.725,189.7048215,8.963,562964.4548120301,-0.003,205924.8220183486,1.1532563737333807,,Cold,532694.7675,516208.0844444444,43223.89014625393,32099.118478959106,0.06218251795398546,1.399946717696056,9.017037228722714,0.0,-0.013,624421.1113823965,62606.84,0.938
7,2010-04-09,484263.25,0,33.79,2.75,189.6901012,8.963,562964.4548120301,-0.14,176095.72727272726,0.9862022357187828,,Cold,533647.5549999999,513013.60099999997,41703.71047394106,31904.81060892907,0.062190964424214304,-0.9011290288604228,-13.700892072236426,49384.304999999935,-0.013,538911.6661249172,54029.15,0.938
7,2010-04-16,406228.19,0,41.89,2.765,189.6628845,8.963,562964.4548120301,-0.278,146917.97106690778,0.8227958382491192,,Mild,491592.045,503305.83636363636,65099.33693028955,44190.189890719244,0.08779987573756648,-2.1968144197548347,-16.114181697661344,85363.85499999998,-0.013,452135.33334814204,45322.79,0.912
7,2010-04-23,404751.25,0,43.07,2.776,189.6190057,8.963,562964.4548120301,-0.281,145803.7644092219,0.816555862334424,-0.371839392149541,Mild,464096.9575,495092.95416666666,74600.57267517778,50839.60348828825,0.10268698647481408,-1.776994664946165,-0.3635739804271121,59345.70750000002,-0.013,450595.73293552897,45158.01,0.897
7,2010-04-30,373655.61,0,38.99,2.766,189.575127,8.963,562964.4548120301,-0.336,135088.79609544468,0.7565480139308267,-0.4861634512994624,Cold,417224.57499999995,484837.13499999995,47148.49936300787,61727.77460770436,0.1273165154886586,-1.801158809086942,-7.6826544698750165,43568.96499999997,-0.013,416074.3012030238,41688.68,0.873
7,2010-05-07,395453.83,0,40.07,2.771,189.5312483,8.963,562964.4548120301,-0.298,142711.59509202454,0.7992385523629096,-0.5104760098064935,Mild,395022.22,474116.21083333326,15021.607753121842,65353.345488744235,0.1378424613954362,-1.2036473457488295,5.833772976137053,0.0,-0.013,440449.07685674704,44120.7,0.862
7,2010-05-14,372673.61,0,41.41,2.788,189.4904116,8.963,562964.4548120301,-0.338,133670.5918220947,0.748605537149902,-0.592742581439487,Mild,386633.57499999995,462942.3,16014.11090271169,70522.93699708092,0.15233634298935508,-1.279990508672893,-5.76052582421569,13959.964999999967,-0.013,415166.34643400135,41579.12,0.848
7,2010-05-21,395195.65,0,46.6,2.776,189.467827,8.963,562964.4548120301,-0.298,142361.54538904902,0.7972781425049663,-0.6861282132722689,Mild,384244.675,454535.0008333333,12800.870440104822,72206.412206095,0.15885776029065649,-0.8218016796619676,6.043368619527434,0.0,-0.013,440308.8577750028,44091.89,0.841
7,2010-05-28,442734.55,0,54.24,2.737,189.4452425,8.963,562964.4548120301,-0.214,161759.0610157106,0.9059115180824238,-0.8348207926435145,Mild,401514.41000000003,450477.9175,29481.909956975072,71307.7116644348,0.1582934676580119,-0.10859088476207615,12.029206293136063,0.0,-0.013,493333.32376671216,49395.8,0.842
7,2010-06-04,509183.22,0,53.63,2.7,189.422658,8.963,562964.4548120301,-0.096,188586.37777777776,1.0561545715558973,-0.9108851449786105,Mild,429946.7575,452872.1775,60359.47184320024,72870.84360497119,0.16090819269852627,0.7727513462758717,15.008693132261763,0.0,-0.013,567443.8556265502,56809.46,0.839
7,2010-06-11,498580.87,0,63.59,2.684,189.4000734,8.963,562964.4548120301,-0.114,185760.38375558867,1.040327943244272,-0.8357121118353247,Mild,461423.57249999995,446549.7308333334,52905.7840804427,64130.64794396069,0.14361367506432626,0.8113303207560446,-2.082226904492257,0.0,-0.013,555694.6416958866,55626.56,0.856
7,2010-06-18,481144.09,0,52.7,2.674,189.4185259,8.963,562964.4548120301,-0.145,179934.21465968588,1.0076992072888773,-0.7751278381165784,Mild,482910.6825,443750.77166666667,29172.152672784232,61566.02693407991,0.13874010112218263,0.6073693592956908,-3.497282196166085,1766.5924999999697,-0.013,536208.1912836438,53681.14,0.861
7,2010-06-25,553714.87,0,59.94,2.715,189.4533931,8.963,562964.4548120301,-0.016,203946.54511970535,1.1421772798193572,-0.8183439039011695,Mild,510655.76249999995,443131.5825,30946.173499291315,60302.41730426706,0.1360824181478129,1.8338118510578347,15.082961945973384,0.0,-0.013,616970.6998939278,61777.85,0.864
7,2010-07-02,575570.77,0,61.31,2.728,189.4882603,9.017,562964.4548120301,0.022,210986.35263929618,1.1816028469377347,-0.760467489958061,Mild,527252.65,450740.5425,44657.81037065767,70809.45359783799,0.15709581659794447,1.7629034141256452,3.947139797780763,0.0,-0.013,641205.387821959,63831.74,0.843
7,2010-07-09,593462.34,0,58.0,2.711,189.5231276,9.017,562964.4548120301,0.054,218909.01512357063,1.225972733566136,-0.7356031446330216,Mild,550973.0175000001,466343.38833333337,49308.51456389097,80125.2101324317,0.17181590248076967,1.5865038164213634,3.108491767224386,0.0,-0.013,661015.5725545876,65815.94,0.828
7,2010-07-16,557166.35,0,62.19,2.699,189.6125456,9.017,562964.4548120301,-0.01,206434.36457947388,1.1561100035218954,-0.7359278984294941,Mild,569978.5825,479044.64666666667,18361.382239823815,81541.90087916388,0.17021774785827662,0.9580559502666129,-6.115971908175332,12812.232500000042,-0.013,620295.387229834,61790.66,0.83
7,2010-07-23,570231.21,0,64.64,2.691,189.774698,9.017,562964.4548120301,0.013,211903.08807134893,1.1867369097946536,-0.7268494791253743,Mild,574107.6675,495425.9466666667,15041.93225501023,78118.71734481922,0.1576799073008164,0.9575843776740439,2.3448759961903543,3876.4575000000186,-0.013,634298.1073429474,63239.57,0.842
7,2010-07-30,603547.16,0,66.07,2.69,189.9368504,9.017,562964.4548120301,0.072,224366.9739776952,1.2565393538229832,-0.6947632198132876,Mild,581101.7649999999,512767.05750000005,21194.75271749258,76997.68423805095,0.1501611367420009,1.178997828289724,5.8425335926457045,0.0,-0.013,670784.0380086282,66934.36,0.85
7,2010-08-06,643854.17,0,61.7,2.69,190.0990028,9.017,562964.4548120301,0.144,239350.99256505579,1.3404554877336066,-0.5458963948646337,Mild,593699.7225,535365.4375,38720.79120461063,71760.01219082973,0.13403930691889263,1.5118271191412076,6.678353022156536,0.0,-0.013,714970.9808939813,71404.48,0.866
7,2010-08-13,598185.4,0,60.13,2.723,190.2611552,9.017,562964.4548120301,0.063,219678.81013587955,1.2302838748637808,-0.06107021764893103,Mild,603954.485,552281.25,30346.292443601596,58394.84306013271,0.1057338866024018,0.7860993812883397,-7.093030087853592,5769.084999999963,-0.013,663691.7521901511,66339.74,0.894
7,2010-08-20,582353.17,0,59.59,2.732,190.2948237,9.017,562964.4548120301,0.034,213160.01830161054,1.1937761913401208,0.39531892676617914,Mild,606984.975,563916.135,26174.506997337226,47471.45454254166,0.08418176320232734,0.38838150584742753,-2.646709531860858,24631.804999999935,-0.013,646011.4415252248,64583.92,0.916
7,2010-08-27,554309.24,0,57.57,2.731,190.3284922,9.017,562964.4548120301,-0.015,202969.32991578177,1.136704507516397,0.332269722338776,Mild,594675.495,567676.6366666666,37470.59177539713,44431.594956286324,0.07826919779045982,-0.30085340577618286,-4.815622451235225,40366.255000000005,-0.013,614793.195322806,61473.8,0.922
7,2010-09-03,532765.05,0,49.84,2.773,190.3621607,9.017,562964.4548120301,-0.054,192125.87450414713,1.0759770830894035,-0.0693057809683289,Mild,566903.2150000001,570525.3183333334,29104.975082988785,40522.77361887005,0.07102712590783629,-0.9318283266708491,-3.8866734388190882,34138.16500000004,-0.013,590793.6819885073,59084.51,0.929
7,2010-09-10,535769.32,1,48.5,2.78,190.3958293,9.017,562964.4548120301,-0.048,192722.77697841727,1.0793199612145472,-0.6823589106681597,Mild,551299.1950000001,575077.4208333333,22789.626899091632,31670.69594084677,0.05507205602847942,-1.2411505230813806,0.5639014796484654,15529.875000000116,0.178,594020.1143223803,59417.69,0.945
7,2010-09-17,489408.53,0,48.56,2.8,190.4688287,9.017,562964.4548120301,-0.131,174788.76071428575,0.9788827319357724,-0.8229266962760156,Mild,528063.035,569718.5591666667,27474.41116905338,39967.66226169079,0.070153344346289,-2.0093751953975114,-8.653125192013588,38654.505000000005,-0.013,542410.8451768699,54276.2,0.93
7,2010-09-24,488008.83,0,47.55,2.793,190.5713264,9.017,562964.4548120301,-0.133,174725.6820622986,0.9785294677846241,-0.860906266227497,Mild,511487.9325,562421.7308333333,26337.993956745016,46294.37558361899,0.08231256554583193,-1.607385344228812,-0.2859982845006881,23479.10249999998,-0.013,540568.661238236,54120.97,0.918
7,2010-10-01,448998.73,0,49.99,2.759,190.6738241,9.137,562964.4548120301,-0.202,162739.66292134832,0.9114032571874405,-0.7809219420247884,Mild,490546.35250000004,550383.0966666666,35492.04317114959,55380.48102721545,0.10062169671020262,-1.8306877222110727,-7.993728310202918,41547.622500000056,-0.013,497089.7142636428,49140.72,0.899
7,2010-10-08,480239.88,0,44.13,2.745,190.7763218,9.137,562964.4548120301,-0.147,174950.77595628414,0.9797900781636106,-0.7658226527567215,Mild,476663.9925,543972.5575,18879.285779190737,58866.484241527294,0.10821590800842429,-1.0826649208148198,6.957959547012527,0.0,-0.013,531391.3633196225,52559.91,0.892
7,2010-10-15,463370.48,0,35.86,2.762,190.8623087,9.137,562964.4548120301,-0.177,167766.28530050686,0.9395542311219908,-0.768718405311941,Cold,470154.48,535067.4966666667,17455.481671432935,62503.43219768276,0.11681410772858213,-1.1470892740722933,-3.512702860079009,6784.0,-0.013,512494.17180179973,50713.63,0.883
7,2010-10-22,472450.81,0,36.84,2.762,190.9070184,9.137,562964.4548120301,-0.161,171053.87762490948,0.9579659833585251,-0.7256706960967918,Cold,466264.975,524142.8008333333,13417.200926565589,60881.90267876155,0.11615518248455492,-0.8490534717037657,1.9596263447770879,0.0,-0.013,522414.7663899618,51707.43,0.884
7,2010-10-29,465493.15,0,34.78,2.748,190.951728,9.137,562964.4548120301,-0.173,169393.43158660844,0.9486668616783791,-0.48026850991358855,Cold,470388.57999999996,509279.3825,7627.141595599919,49754.471696834305,0.09769582945336355,-0.8800461748805172,-1.472673948849823,4895.429999999935,-0.013,514600.7829373837,50945.95,0.902
7,2010-11-05,480512.44,0,49.44,2.729,190.9964377,9.137,562964.4548120301,-0.146,176076.3796262367,0.9860938816291046,-0.21387066157050502,Mild,470456.72000000003,499473.3025,7744.798773568214,41560.392602084146,0.08320843655519335,-0.45622433554800323,3.2265329790567288,0.0,-0.013,531080.1990617232,52589.74,0.917
7,2010-11-12,507584.29,0,22.12,2.737,191.0411474,9.137,562964.4548120301,-0.098,185452.7913774205,1.0386053103573896,-0.023541465290910404,Cold,481510.1725,493242.5625,18434.317022132484,32656.30775164193,0.06620740024162439,0.4391717400837788,5.63395403457192,0.0,-0.013,560869.7212971862,55552.62,0.934
7,2010-11-19,482528.36,0,25.56,2.758,191.0312172,9.137,562964.4548120301,-0.143,174955.8955765047,0.9798187499603983,0.28036753419073185,Cold,484029.56,487260.8225,17445.606281578675,26435.271322541445,0.05425281512868079,-0.17902076518369744,-4.936309199010081,1501.2000000000116,-0.013,533211.1736354395,52810.37,0.946
7,2010-11-26,835189.26,1,17.95,2.742,191.0121805,9.137,562964.4548120301,0.484,304591.2691466083,1.7058255487799627,-0.1984707594784475,Cold,576453.5874999999,512462.84,172929.4466024746,104031.86659377559,0.20300372724347307,3.1021881137650307,73.08604617560717,0.0,0.178,923006.1178938949,91407.38,0.797
7,2010-12-03,552811.62,0,21.88,2.712,190.9931437,9.137,562964.4548120301,-0.018,203839.09292035396,1.141575507130863,-0.25565063985607833,Cold,594528.3825,513883.0316666667,163055.43688492422,104494.25849468455,0.20334249635715812,0.3725428448809324,-33.81001810296268,41716.76249999995,-0.013,610998.4761334775,60502.53,0.797
7,2010-12-10,599730.07,0,24.24,2.728,190.9741069,9.137,562964.4548120301,0.065,219842.40102639294,1.2312000453153082,-0.31176759523911385,Cold,617564.8274999999,523076.49333333335,152868.459393959,106968.9957424661,0.20449971869467956,0.7165962074769255,8.487240192237632,17834.75749999995,-0.013,662921.4595375655,65637.53,0.796
7,2010-12-17,716388.81,0,20.74,2.778,191.0303376,9.137,562964.4548120301,0.273,257879.3412526998,1.4442212018876586,-0.0012262657665514604,Cold,676029.94,542108.1583333333,126444.91827956619,119719.17369144117,0.22084001476662493,1.455745527578146,19.451874407431347,0.0,-0.013,791639.0178971853,78405.25,0.779
7,2010-12-24,1045124.88,0,26.04,2.781,191.1430189,9.137,562964.4548120301,0.856,375809.01833872707,2.1046717023118475,0.41337567599520253,Cold,728513.845,591785.3375,221995.56792176695,183996.56052003006,0.31091774138461153,2.463847917693271,45.887940376958134,0.0,-0.013,1154225.026380035,114383.81,0.689
7,2010-12-31,729572.08,1,13.76,2.829,191.2557002,9.137,562964.4548120301,0.296,257890.44892188048,1.444283409008463,0.41744764137114854,Cold,772703.96,612563.0208333334,190757.15754787566,184332.78427361298,0.30092052246778767,0.6347707469821813,-30.192832075722865,43131.880000000005,0.178,805257.0928414036,79848.1,0.699
7,2011-01-07,661163.94,0,10.09,2.882,191.3683815,8.818,562964.4548120301,0.174,229411.4989590562,1.2847905890562639,0.3330394028806965,Cold,788062.4275,629045.8091666667,173918.14052527625,178531.32556993188,0.2838129162746393,0.17990193446893082,-9.37647449447353,126898.48750000005,-0.013,729322.6750060761,74978.9,0.716
7,2011-01-14,547384.9,0,11.32,2.911,191.4784939,8.818,562964.4548120301,-0.028,188040.15802129853,1.0530955356929812,0.14803918200575567,Cold,745811.45,635290.3166666668,213221.74936785427,173804.0589917892,0.27358210007627615,-0.5057730940036305,-17.20889980781467,198426.54999999993,-0.013,603467.0347053069,62075.86,0.726
7,2011-01-21,521539.46,0,25.4,2.973,191.5731924,8.818,562964.4548120301,-0.074,175425.31449714096,0.9824476722868509,-0.06569919864397353,Cold,614915.095,639960.8425,97578.20166668967,169526.8211517226,0.264901865697701,-0.6985406892872461,-4.721620928893,93375.63499999995,-0.013,574689.3878226909,59144.87,0.735
7,2011-01-28,513372.17,0,10.11,3.008,191.667891,8.818,562964.4548120301,-0.088,170668.93949468085,0.955810185199624,-0.2631771883548225,Cold,560865.1174999999,642699.1533333333,68419.4354911404,166963.1676254487,0.2597843279542239,-0.7745839107668031,-1.5659965594933212,47492.94749999995,-0.013,565410.2777612933,58218.66,0.74
7,2011-02-04,558027.77,0,-2.06,3.011,191.7625895,8.818,562964.4548120301,-0.009,185329.71438060445,1.0379160329325172,-0.38688621613658813,Cold,535081.075,646902.7766666666,21075.948489222388,163858.27142303993,0.25329659623253115,-0.5423895046299749,8.69848476593502,0.0,-0.013,614288.8992509523,63282.8,0.747
7,2011-02-11,559903.13,1,10.24,3.037,191.8572881,8.818,562964.4548120301,-0.005,184360.59598287786,1.0324886057864062,-0.5251267412148997,Cold,538210.6325000001,653350.6741666667,24208.542558156572,158227.66949464843,0.2421787804787438,-0.5905891457867125,0.33606929633627214,0.0,0.178,616049.1105564687,63495.48,0.758
7,2011-02-18,572387.47,0,17.3,3.051,191.9178331,8.818,562964.4548120301,0.017,187606.5126188135,1.0506669585090636,-0.4700150878094484,Cold,550922.635,631450.525,25832.207268619983,148669.9578564988,0.23544197363126557,-0.39727632839587995,2.2297321324136865,0.0,-0.013,629586.6749045311,64911.26,0.765
